politician,speech_id,n_chars,self_sim,threshold,is_outlier
letta,462234.0,2705,0.5728088406312967,0.6610842185581081,True
letta,508245.0,1903,0.5734548454256368,0.6610842185581081,True
berlusconi,203972.0,2257,0.575118363556946,0.5774101407240816,True
d'alema,363126.0,1583,0.5752478610445747,0.6541717992406154,True
berlusconi,233354.0,1553,0.5773968657156678,0.5774101407240816,True
d'alema,475582.0,1912,0.5796241300985675,0.6541717992406154,True
d'alema,95755.0,2727,0.5797634933780696,0.6541717992406154,True
renzi,479736.0,1915,0.5803359673089495,0.6171134762943974,True
amato,92835.0,2155,0.5817699329993158,0.6958575793325631,True
d'alema,104221.0,1301,0.5823907015809912,0.6541717992406154,True
d'alema,90711.0,2770,0.5825240854078354,0.6541717992406154,True
amato,338334.0,2498,0.5827450484054749,0.6958575793325631,True
d'alema,255982.0,2118,0.5832133773762916,0.6541717992406154,True
amato,218751.0,2106,0.5839504060620753,0.6958575793325631,True
d'alema,265804.0,1306,0.586468410912377,0.6541717992406154,True
amato,311187.0,2040,0.5874797602091305,0.6958575793325631,True
andreotti,84572.0,1886,0.5902990671021902,0.5949400521546582,True
letta,110377.0,3334,0.593364549491659,0.6610842185581081,True
andreotti,163409.0,1422,0.5946502517272906,0.5949400521546582,True
monti,73384.0,2302,0.595983205678198,0.6883838247262372,True
d'alema,243151.0,1335,0.5966503916187776,0.6541717992406154,True
letta,247589.0,1823,0.5966839995356448,0.6610842185581081,True
de mita,193454.0,1266,0.5969484854790048,0.6566228235722846,True
d'alema,80236.0,3205,0.5976004365979276,0.6541717992406154,True
d'alema,105629.0,5649,0.5992496133890819,0.6541717992406154,True
letta,394478.0,1583,0.600239202599718,0.6610842185581081,True
amato,160503.0,1990,0.6020576845967353,0.6958575793325631,True
de mita,21366.0,2551,0.6032566322177803,0.6566228235722846,True
renzi,198054.0,1694,0.6057333555320462,0.6171134762943974,True
amato,331394.0,5986,0.6083271800757551,0.6958575793325631,True
d'alema,127514.0,2235,0.608691519184888,0.6541717992406154,True
letta,161521.0,2853,0.6090355143247034,0.6610842185581081,True
amato,201536.0,10675,0.6096581192606381,0.6958575793325631,True
monti,103946.0,2471,0.6107650472860876,0.6883838247262372,True
d'alema,94546.0,20323,0.6108357344633908,0.6541717992406154,True
renzi,430505.0,3170,0.611247575403244,0.6171134762943974,True
de mita,43013.0,1799,0.6121403631303651,0.6566228235722846,True
d'alema,132546.0,2126,0.6121521991914376,0.6541717992406154,True
d'alema,264004.0,1328,0.6122046394714111,0.6541717992406154,True
d'alema,119051.0,1059,0.6123375650507472,0.6541717992406154,True
monti,290309.0,3155,0.6134846611950828,0.6883838247262372,True
amato,50073.0,3869,0.6141414675912534,0.6958575793325631,True
renzi,158644.0,2430,0.6152276283657807,0.6171134762943974,True
letta,147637.0,2750,0.615728252606536,0.6610842185581081,True
monti,112271.0,2932,0.6157458629953126,0.6883838247262372,True
d'alema,269818.0,3141,0.6166908701903746,0.6541717992406154,True
letta,262873.0,2807,0.617133353495921,0.6610842185581081,True
monti,378432.0,2018,0.6174140823269993,0.6883838247262372,True
d'alema,75620.0,15575,0.6178270748277264,0.6541717992406154,True
monti,347283.0,1782,0.6196831711248428,0.6883838247262372,True
amato,140165.0,20967,0.6248915602879617,0.6958575793325631,True
d'alema,227053.0,2285,0.625031841435152,0.6541717992406154,True
d'alema,122596.0,10718,0.625638302717335,0.6541717992406154,True
d'alema,109531.0,1221,0.6266759192087109,0.6541717992406154,True
d'alema,106499.0,990,0.6272087530170187,0.6541717992406154,True
letta,279618.0,4026,0.6295170986641632,0.6610842185581081,True
amato,208907.0,2662,0.6299731710691855,0.6958575793325631,True
d'alema,135906.0,2314,0.6306241459050885,0.6541717992406154,True
letta,141284.0,1956,0.6307391046177581,0.6610842185581081,True
monti,215834.0,3589,0.6309133265766708,0.6883838247262372,True
d'alema,43370.0,1410,0.6311686283311742,0.6541717992406154,True
letta,110194.0,10129,0.6314973755667956,0.6610842185581081,True
letta,131290.0,2416,0.6327894446263816,0.6610842185581081,True
amato,647310.0,2479,0.6328292946200912,0.6958575793325631,True
d'alema,163401.0,1263,0.6340504436230694,0.6541717992406154,True
d'alema,95786.0,7535,0.6344844644019018,0.6541717992406154,True
d'alema,160587.0,2445,0.6348438527316574,0.6541717992406154,True
amato,61028.0,3171,0.6367173099578328,0.6958575793325631,True
d'alema,261877.0,2987,0.6367811170134549,0.6541717992406154,True
de mita,11419.0,4941,0.6369608173144773,0.6566228235722846,True
d'alema,60304.0,2791,0.6370919984813537,0.6541717992406154,True
letta,323299.0,2783,0.638767795861702,0.6610842185581081,True
monti,224739.0,2729,0.638992146911129,0.6883838247262372,True
letta,234984.0,3664,0.6393071702997022,0.6610842185581081,True
letta,254594.0,2635,0.6405071554947768,0.6610842185581081,True
letta,263674.0,2849,0.6405908583613427,0.6610842185581081,True
letta,301789.0,5684,0.6407613138456673,0.6610842185581081,True
de mita,109199.0,1960,0.6414221482968079,0.6566228235722846,True
d'alema,133681.0,1945,0.6416640855581573,0.6541717992406154,True
monti,353932.0,2413,0.6421872859782575,0.6883838247262372,True
monti,159378.0,8500,0.6428393880194295,0.6883838247262372,True
letta,264008.0,3193,0.6429140478819118,0.6610842185581081,True
amato,306016.0,3324,0.6441870275536583,0.6958575793325631,True
monti,378720.0,2602,0.6457517866114685,0.6883838247262372,True
amato,152221.0,3393,0.6468081827129152,0.6958575793325631,True
d'alema,332917.0,2560,0.6475053792635976,0.6541717992406154,True
de mita,27173.0,1449,0.6488289783251958,0.6566228235722846,True
letta,300455.0,1988,0.6492743027528074,0.6610842185581081,True
d'alema,261879.0,2917,0.6493560545479924,0.6541717992406154,True
monti,262993.0,3324,0.6494027961509042,0.6883838247262372,True
amato,137090.0,1709,0.6495918919660106,0.6958575793325631,True
letta,254943.0,2655,0.6504275036752023,0.6610842185581081,True
d'alema,52322.0,2245,0.6522867193998768,0.6541717992406154,True
d'alema,134219.0,2188,0.653836096462833,0.6541717992406154,True
d'alema,39939.0,2218,0.6541237524677411,0.6541717992406154,True
letta,399403.0,2099,0.6544512404135143,0.6610842185581081,True
letta,137242.0,2403,0.6560379981263654,0.6610842185581081,True
letta,140923.0,2348,0.6575913621003461,0.6610842185581081,True
amato,141507.0,7930,0.6578648961504083,0.6958575793325631,True
letta,263675.0,3639,0.6591669720681296,0.6610842185581081,True
letta,103050.0,4400,0.660631989410955,0.6610842185581081,True
amato,243339.0,4051,0.6609017223010552,0.6958575793325631,True
amato,36265.0,3271,0.6636170762952897,0.6958575793325631,True
amato,99343.0,3264,0.6644995709266499,0.6958575793325631,True
amato,61660.0,7513,0.665129023924981,0.6958575793325631,True
amato,363713.0,8072,0.6661271211833814,0.6958575793325631,True
amato,112673.0,12362,0.6677126620198011,0.6958575793325631,True
amato,198308.0,3329,0.6690872225101699,0.6958575793325631,True
amato,242114.0,3089,0.6694928332873534,0.6958575793325631,True
monti,375167.0,2667,0.6697141426114506,0.6883838247262372,True
amato,130034.0,1781,0.6698269071036548,0.6958575793325631,True
amato,79604.0,2619,0.670338870091922,0.6958575793325631,True
amato,142464.0,2151,0.670907205374183,0.6958575793325631,True
amato,270986.0,1940,0.6718490882054232,0.6958575793325631,True
amato,244604.0,2575,0.6745946843368216,0.6958575793325631,True
monti,43028.0,3366,0.6769945318581577,0.6883838247262372,True
amato,134970.0,2675,0.6770314772206744,0.6958575793325631,True
amato,8532.0,2817,0.6803610597146329,0.6958575793325631,True
monti,274393.0,3302,0.6804582667625694,0.6883838247262372,True
monti,124144.0,6781,0.6809131141128895,0.6883838247262372,True
amato,296238.0,4154,0.6861579534364355,0.6958575793325631,True
amato,207720.0,4628,0.6891133995628135,0.6958575793325631,True
amato,319434.0,5789,0.6903853891757031,0.6958575793325631,True
amato,44699.0,3890,0.6921943332241717,0.6958575793325631,True
amato,278386.0,3519,0.6957650068423985,0.6958575793325631,True
draghi,257271.0,11442,0.8125401510070026,0.8241737423300463,True
rumor,58767.0,9143,0.8898765414634843,0.8903948320811284,True
